t (s)	U1(V)	U2(V)
8,110000	0,890357	0,138619
8,120000	0,911389	0,159653
8,130000	0,937680	0,185946
8,140000	0,958713	0,206980
8,150000	0,985003	0,228014
8,160000	1,006036	0,249048
8,170000	1,027069	0,270083
8,180000	1,048101	0,285858
8,190000	1,069134	0,306893
8,200000	1,084909	0,322668
8,210000	1,100683	0,338444
8,220000	1,116458	0,354220
8,230000	1,132232	0,369995
8,240000	1,148006	0,380512
8,250000	1,158523	0,396288
8,260000	1,169039	0,406805
8,270000	1,179555	0,417322
8,280000	1,195330	0,422581
8,290000	1,200588	0,438357
8,300000	1,211104	0,443615
8,310000	1,216363	0,448874
8,320000	1,221621	0,454132
8,330000	1,226879	0,454132
8,340000	1,232137	0,459391
8,350000	1,232137	0,464649
8,360000	1,232137	0,464649
8,370000	1,232137	0,464649
8,380000	1,226879	0,464649
8,390000	1,226879	0,459391
8,400000	1,221621	0,464649
8,410000	1,216363	0,459391
8,420000	1,211104	0,454132
8,430000	1,200588	0,448874
8,440000	1,195330	0,443615
8,450000	1,190072	0,438357
8,460000	1,179555	0,433098
8,470000	1,163781	0,422581
8,480000	1,153265	0,412064
8,490000	1,137490	0,401547
8,500000	1,121716	0,385771
8,510000	1,105941	0,375254
8,520000	1,090167	0,359478
8,530000	1,074392	0,338444
8,540000	1,053360	0,327927
8,550000	1,032327	0,312151
8,560000	1,011294	0,291117
8,570000	0,990262	0,275341
8,580000	0,969229	0,254307
8,590000	0,942938	0,233273
8,600000	0,921906	0,206980
8,610000	0,895615	0,185946
8,620000	0,869324	0,154394
8,630000	0,843033	0,133360
8,640000	0,816742	0,107067
8,650000	0,790451	0,080774
8,660000	0,764161	0,054482
